,club_position,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
144,RCM,Medium/Medium,65.0,68.0,83.0,81.0,75.0,67.0,80,56,60,84,72,81,86,92,82,83,67,64,74,83,80,78,59,79,60,80,70,78,68,84,79,84,78,77,71
145,CAM,Medium/Medium,61.0,84.0,81.0,81.0,60.0,73.0,74,84,65,85,85,82,77,75,79,84,63,59,70,84,79,85,72,75,72,83,74,60,85,84,83,83,59,62,55
146,CAM,High/Medium,78.0,79.0,82.0,82.0,59.0,67.0,81,78,59,85,72,81,77,78,84,83,82,74,87,78,86,80,76,84,60,82,60,52,81,78,70,79,66,59,55
147,LB,High/Medium,45.0,64.0,82.0,79.0,83.0,72.0,80,60,76,84,66,77,84,62,85,84,48,43,72,83,72,74,76,76,72,64,67,87,66,83,54,84,83,84,80
148,CAM,Medium/Medium,68.0,75.0,83.0,84.0,55.0,69.0,82,75,47,85,85,84,81,72,82,88,69,67,76,82,83,75,58,75,71,68,59,66,79,86,79,87,64,42,53
149,CM,Medium/High,69.0,62.0,71.0,78.0,83.0,77.0,60,54,69,80,32,76,60,66,76,79,70,69,79,81,82,80,86,85,69,68,83,86,69,68,55,79,82,87,83
150,RB,High/Medium,82.0,61.0,74.0,78.0,79.0,79.0,75,56,72,82,58,80,66,39,71,79,79,84,79,80,61,71,84,87,75,60,77,76,76,73,53,76,79,81,83
151,RW,High/Medium,89.0,77.0,73.0,87.0,34.0,75.0,76,78,47,76,67,91,64,51,65,86,88,90,87,76,79,82,58,75,77,72,72,32,76,76,72,80,30,34,32
152,LCM,Medium/Medium,68.0,74.0,83.0,82.0,71.0,72.0,81,73,65,84,66,83,85,78,82,85,70,66,74,80,80,76,61,82,71,76,63,71,76,86,69,83,72,75,62
153,RCB,Low/High,67.0,49.0,71.0,65.0,84.0,83.0,67,42,81,80,48,60,57,46,74,69,68,67,66,81,63,61,83,81,82,50,87,87,51,65,51,69,83,83,82
154,LDM,Medium/Medium,77.0,75.0,77.0,79.0,77.0,81.0,69,69,59,85,72,76,69,71,80,82,84,72,76,79,81,83,74,85,79,80,84,77,69,74,85,82,79,81,77
155,RW,High/Low,76.0,76.0,82.0,85.0,32.0,55.0,84,72,50,84,72,87,87,81,75,88,78,75,80,78,82,78,50,72,54,87,38,20,75,83,72,77,48,23,18
156,LB,High/Medium,82.0,65.0,78.0,82.0,76.0,68.0,83,65,56,81,61,82,78,51,73,82,82,82,86,81,88,67,75,79,58,62,75,79,78,77,53,78,75,81,78
157,LCM,Medium/Medium,67.0,78.0,84.0,85.0,59.0,57.0,81,75,53,85,74,86,85,85,83,88,72,62,83,78,77,80,45,75,49,84,57,62,77,86,78,78,62,56,56
158,RCM,Medium/High,66.0,68.0,71.0,73.0,82.0,83.0,68,60,75,78,64,71,61,48,75,76,64,68,61,82,73,76,80,92,77,77,85,84,67,69,80,81,82,84,81
159,LWB,High/Medium,87.0,65.0,81.0,83.0,74.0,71.0,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,71,76,74
160,RM,Medium/Medium,79.0,80.0,81.0,85.0,36.0,69.0,77,80,62,85,78,83,78,75,79,88,81,77,90,77,82,83,65,70,63,80,85,26,79,81,76,78,42,30,30
161,LCB,Medium/Medium,65.0,42.0,59.0,51.0,83.0,81.0,34,22,84,78,33,43,28,30,69,62,48,79,33,79,32,77,39,63,93,62,85,80,26,57,32,75,81,86,82
162,CAM,High/Low,80.0,83.0,81.0,83.0,52.0,75.0,75,81,77,84,76,83,86,87,82,84,84,76,87,78,75,84,65,82,75,87,67,52,86,79,75,77,45,55,42
163,RM,High/Medium,94.0,73.0,74.0,86.0,50.0,52.0,78,74,46,77,68,86,78,56,62,85,93,94,90,83,89,75,64,77,40,71,47,58,80,78,59,81,52,47,39
164,LCB,Medium/High,76.0,47.0,63.0,68.0,81.0,83.0,35,32,79,76,34,65,47,71,74,71,77,75,68,84,53,73,82,73,87,57,85,82,52,63,41,75,83,79,81
165,LM,High/Medium,86.0,83.0,75.0,81.0,48.0,80.0,76,85,74,79,82,84,76,66,67,82,83,88,74,85,71,85,66,81,80,80,84,39,79,74,65,75,48,50,31
166,CAM,High/Medium,75.0,78.0,84.0,84.0,54.0,60.0,81,75,35,84,70,84,85,84,82,86,78,72,86,76,83,83,54,74,51,80,68,44,80,87,74,84,59,65,42
167,RDM,Medium/High,61.0,72.0,79.0,77.0,79.0,79.0,70,69,68,85,64,78,68,64,83,80,62,60,69,83,60,77,65,89,78,80,72,79,73,82,60,77,80,82,74
168,CAM,High/Medium,77.0,74.0,83.0,84.0,58.0,62.0,84,73,52,83,73,85,81,83,81,85,80,75,85,74,83,76,46,78,56,77,63,65,76,86,63,76,65,49,51
169,RCM,Low/High,59.0,75.0,85.0,77.0,74.0,73.0,78,66,53,88,82,76,85,84,85,82,64,54,68,80,73,86,67,79,67,84,83,78,65,86,76,84,76,77,70
170,RCM,Medium/Medium,63.0,78.0,79.0,82.0,74.0,71.0,72,79,67,83,67,83,75,59,80,86,67,60,71,82,67,77,46,87,67,83,68,76,81,82,67,77,70,78,75
171,LW,Medium/Medium,89.0,70.0,73.0,86.0,37.0,59.0,74,73,50,77,70,88,69,58,59,85,91,87,87,78,88,77,79,76,54,57,45,33,79,80,61,80,38,32,47
172,LCM,Medium/High,60.0,65.0,70.0,72.0,85.0,88.0,59,62,79,76,54,74,61,45,78,76,57,62,60,77,44,76,81,87,88,67,89,83,67,71,56,82,85,87,86
173,RCB,High/Medium,81.0,43.0,62.0,68.0,81.0,81.0,48,39,82,76,27,69,32,28,72,69,70,90,60,77,66,60,87,65,88,40,83,77,47,58,39,71,78,84,90
174,LCB,Medium/High,75.0,49.0,72.0,71.0,83.0,80.0,71,42,79,78,41,66,68,55,77,75,73,77,74,82,63,65,82,77,81,46,83,83,64,66,45,79,83,84,81
175,RCB,Medium/Medium,78.0,43.0,56.0,64.0,85.0,79.0,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56,71,85,87,82
176,LM,High/Medium,83.0,78.0,73.0,83.0,53.0,80.0,73,80,83,79,75,86,74,65,61,83,85,81,79,82,73,83,86,83,77,70,84,46,83,74,77,81,45,58,48
177,RM,High/High,91.0,76.0,76.0,84.0,49.0,72.0,78,74,45,76,72,86,81,75,70,83,90,91,88,82,79,81,74,84,64,76,76,55,81,77,73,78,45,54,38
178,ST,High/Low,84.0,82.0,68.0,79.0,29.0,69.0,61,83,77,79,83,79,70,57,47,82,82,85,79,81,66,84,71,70,75,77,52,29,86,76,75,77,25,21,18
179,LDM,Medium/High,66.0,53.0,71.0,74.0,81.0,79.0,50,42,71,82,40,75,58,53,80,79,64,68,53,77,61,70,74,84,76,60,82,83,54,75,71,80,80,83,80
180,LB,High/Low,96.0,67.0,71.0,82.0,75.0,75.0,74,67,64,81,59,85,67,44,58,79,96,96,85,81,82,71,77,79,72,63,77,78,75,68,60,74,74,77,79
181,LDM,Medium/Medium,64.0,72.0,79.0,82.0,66.0,67.0,68,70,51,85,63,83,77,41,88,84,72,57,80,82,78,75,54,81,65,81,60,72,70,84,49,78,67,67,64
182,ST,High/High,78.0,83.0,58.0,78.0,35.0,76.0,48,89,84,69,76,84,63,47,58,79,74,81,68,80,47,83,83,76,76,75,76,31,82,52,67,74,27,31,27
183,RDM,High/High,64.0,72.0,74.0,74.0,82.0,85.0,69,73,83,81,59,74,63,53,76,77,61,66,66,81,58,73,90,92,84,70,76,83,75,72,70,78,81,82,79
184,RCB,Medium/Medium,83.0,50.0,69.0,71.0,83.0,82.0,72,48,81,77,34,70,60,40,70,73,81,84,69,83,63,62,86,85,80,42,82,84,64,59,60,74,83,83,82
185,ST,High/Medium,82.0,79.0,78.0,82.0,35.0,66.0,77,81,73,80,74,84,71,60,78,81,87,78,82,81,76,79,75,73,70,76,45,34,84,84,66,82,35,24,28
186,RM,High/Medium,68.0,80.0,84.0,81.0,44.0,55.0,84,83,65,84,68,84,86,77,83,83,65,70,69,84,69,80,31,42,64,78,55,35,84,85,75,81,41,47,39
187,LS,High/Medium,79.0,83.0,69.0,73.0,34.0,79.0,68,83,75,70,77,72,68,78,61,74,78,79,72,87,48,88,68,71,81,81,85,33,87,70,80,83,29,29,26
188,ST,High/Medium,70.0,77.0,81.0,85.0,37.0,68.0,82,73,62,82,75,86,86,80,77,86,77,65,85,81,77,85,32,67,68,81,76,31,81,81,70,84,53,22,20
189,RS,Medium/Medium,68.0,83.0,73.0,75.0,41.0,84.0,72,85,79,75,77,76,77,70,69,78,71,66,66,78,61,84,74,72,92,79,83,47,81,75,77,81,30,41,23
190,ST,High/Medium,58.0,84.0,71.0,78.0,29.0,71.0,68,86,77,75,83,79,74,69,63,81,57,59,64,80,67,85,72,56,86,80,50,18,86,75,70,84,32,22,18
191,RCB,Medium/High,32.0,46.0,62.0,63.0,83.0,77.0,47,42,85,74,36,61,51,32,69,68,32,32,43,83,51,60,74,57,84,43,83,82,48,63,43,79,84,83,78
192,LCB,High/High,76.0,62.0,72.0,67.0,83.0,78.0,70,54,78,76,52,64,66,70,74,70,74,78,56,81,60,80,89,72,80,66,80,79,56,66,66,81,84,84,85
193,CDM,Low/High,56.0,65.0,73.0,76.0,82.0,69.0,63,62,72,78,59,74,74,47,77,77,57,55,71,80,80,75,81,66,65,63,82,86,66,77,61,86,82,82,79
194,LM,Medium/Medium,81.0,79.0,76.0,79.0,64.0,74.0,80,78,80,78,81,78,73,75,72,80,82,81,81,79,78,84,85,75,76,77,65,69,83,74,76,80,64,58,54
195,LS,High/Low,64.0,81.0,81.0,82.0,40.0,66.0,79,80,63,83,80,82,82,69,80,84,65,64,73,84,77,81,65,59,73,79,58,34,85,85,90,87,43,36,29
196,ST,Medium/Low,79.0,81.0,79.0,78.0,44.0,82.0,77,80,79,81,79,77,79,72,74,82,78,80,70,78,80,84,78,77,87,82,77,38,79,81,79,79,40,42,39
197,RM,Medium/Low,79.0,76.0,78.0,86.0,47.0,68.0,75,76,53,80,68,87,82,72,73,88,77,80,85,75,84,77,66,70,72,78,58,51,72,82,80,84,45,46,42
198,RCM,High/High,67.0,64.0,74.0,75.0,80.0,85.0,72,61,80,79,56,75,68,46,77,76,65,69,72,79,73,69,93,93,79,65,87,84,70,75,66,78,77,83,76
199,CB,Medium/High,63.0,57.0,62.0,59.0,83.0,81.0,52,54,79,73,57,51,50,39,70,66,60,65,58,79,58,69,88,75,80,56,90,84,48,53,45,79,84,83,80
200,LDM,High/High,70.0,67.0,81.0,85.0,63.0,62.0,72,62,34,87,68,85,80,75,78,84,79,62,90,82,82,69,67,86,47,74,66,75,72,82,64,84,66,63,59
201,ST,High/High,79.0,84.0,70.0,80.0,45.0,70.0,66,86,78,75,76,78,72,70,61,81,82,76,77,86,77,83,79,74,69,83,67,46,86,72,81,85,38,45,34
202,CAM,High/Medium,82.0,75.0,79.0,82.0,63.0,69.0,73,76,65,81,65,85,77,79,80,78,85,79,92,77,75,70,62,79,67,80,63,66,78,82,74,77,63,63,55
203,RB,Medium/High,73.0,67.0,73.0,74.0,82.0,79.0,76,59,76,77,69,73,73,73,74,79,67,77,62,80,65,84,75,77,80,69,78,84,69,64,67,78,82,84,82
204,LS,Medium/Low,77.0,84.0,69.0,81.0,35.0,61.0,60,85,78,78,85,78,85,85,51,82,79,76,83,85,81,82,67,60,63,84,57,26,86,67,71,84,43,24,22
205,LCB,Low/High,78.0,37.0,66.0,69.0,81.0,80.0,70,32,79,78,38,64,55,37,61,76,71,84,65,78,74,54,83,81,79,28,79,82,37,53,45,75,80,83,81
206,RW,High/Medium,90.0,79.0,70.0,86.0,43.0,68.0,70,79,65,72,70,88,71,71,66,82,93,88,93,79,92,85,95,75,57,75,78,50,78,70,74,81,31,43,44
207,RCB,Low/High,57.0,45.0,67.0,65.0,82.0,81.0,59,40,83,74,40,63,54,53,73,69,50,62,55,79,53,63,85,71,84,38,85,82,43,65,52,78,82,82,80
208,LCB,Medium/Medium,71.0,56.0,66.0,64.0,81.0,79.0,51,42,76,75,37,53,72,51,83,75,69,72,68,80,61,81,91,71,79,74,84,83,48,55,39,69,82,80,84
209,RCB,Medium/Medium,49.0,36.0,52.0,55.0,84.0,80.0,39,38,85,69,31,52,28,32,58,57,50,49,48,75,56,37,91,68,85,29,80,81,42,44,41,72,84,86,80
210,ST,Medium/Medium,64.0,84.0,67.0,76.0,39.0,71.0,63,85,79,70,78,77,76,84,62,81,60,68,66,76,63,86,65,63,78,82,67,36,84,64,79,78,35,34,32
211,RCM,Medium/High,59.0,74.0,86.0,78.0,67.0,73.0,89,71,57,85,51,76,92,92,84,82,66,54,75,75,76,82,65,91,64,79,73,67,65,82,79,77,64,74,65
212,RM,High/Medium,87.0,78.0,78.0,82.0,47.0,64.0,82,77,45,79,74,80,77,68,71,81,88,87,89,74,91,80,71,84,58,77,52,51,80,78,77,81,55,40,40
213,LDM,High/Medium,65.0,81.0,79.0,78.0,76.0,74.0,69,77,58,82,84,78,83,81,83,82,65,65,68,83,67,88,61,78,73,87,77,79,76,78,57,79,78,79,74
214,RW,Medium/Low,79.0,75.0,80.0,83.0,30.0,58.0,81,77,42,81,70,86,80,73,76,81,83,75,84,79,75,74,61,70,58,76,41,36,78,81,60,78,30,23,22
215,CAM,Medium/Medium,70.0,73.0,82.0,83.0,35.0,62.0,82,74,44,86,65,83,79,75,76,86,72,68,78,83,82,71,53,69,59,72,61,44,77,84,71,79,38,27,20
216,ST,High/High,76.0,81.0,59.0,78.0,38.0,83.0,42,88,84,71,82,78,64,56,48,77,74,78,75,81,77,81,83,78,85,67,83,31,86,61,77,81,44,23,32
217,LDM,High/High,77.0,66.0,77.0,81.0,75.0,71.0,70,60,52,82,65,79,76,74,80,80,81,74,88,86,87,77,80,93,52,68,87,83,70,73,64,79,74,80,70
218,LDM,Medium/Medium,76.0,74.0,76.0,80.0,76.0,79.0,70,69,69,84,69,80,55,59,80,84,70,81,69,82,69,86,73,86,80,76,69,80,76,75,67,80,70,81,75
219,CAM,Medium/Medium,81.0,75.0,81.0,85.0,70.0,61.0,77,72,52,84,75,87,80,65,81,85,83,79,85,79,79,79,52,75,57,83,56,75,78,84,51,75,69,72,71
220,RM,High/High,78.0,69.0,79.0,85.0,63.0,68.0,79,68,57,79,63,86,80,72,77,85,80,76,85,82,82,73,45,80,60,67,77,62,77,82,72,81,66,67,52
221,RM,High/Medium,88.0,80.0,75.0,83.0,38.0,70.0,79,82,51,76,57,83,65,78,71,81,90,86,92,75,93,84,81,71,68,81,72,38,79,75,72,79,40,35,24
222,LS,High/Medium,94.0,78.0,72.0,78.0,37.0,81.0,76,77,73,74,74,81,76,53,66,76,93,94,78,82,62,85,88,83,82,77,75,21,85,73,64,81,42,34,29
223,RW,High/Medium,83.0,77.0,78.0,84.0,42.0,55.0,80,76,40,79,75,83,79,77,76,84,84,82,89,81,87,78,51,77,41,82,63,38,76,77,70,79,63,29,29
224,LS,High/Medium,86.0,82.0,75.0,85.0,52.0,68.0,77,84,64,77,84,87,82,68,68,84,87,86,80,80,83,82,63,78,67,78,58,58,84,76,76,84,44,54,45
225,RCB,Medium/High,69.0,37.0,62.0,62.0,83.0,79.0,60,29,77,75,22,50,51,48,69,71,69,69,70,82,67,67,79,73,78,27,88,85,49,42,41,73,84,83,82
226,ST,High/Medium,83.0,77.0,64.0,77.0,39.0,82.0,65,82,89,72,73,76,64,54,47,80,76,89,72,81,65,79,91,80,83,65,78,35,84,64,77,76,38,31,23
227,CDM,Medium/High,67.0,65.0,76.0,75.0,78.0,82.0,70,62,65,80,55,73,62,71,82,79,69,66,72,76,72,75,82,85,78,67,86,77,66,74,58,78,79,82,77
228,LS,High/Low,86.0,79.0,76.0,82.0,36.0,68.0,81,76,58,76,71,83,76,70,69,81,85,87,84,79,75,84,63,74,68,84,64,50,77,76,69,78,24,34,30
229,RDM,Medium/High,81.0,68.0,77.0,78.0,80.0,77.0,78,69,69,82,60,78,70,47,78,78,82,81,76,79,74,72,73,88,69,68,85,84,71,76,54,79,83,79,75
230,RM,High/Medium,88.0,79.0,75.0,83.0,36.0,65.0,77,79,57,76,70,85,81,79,66,81,88,88,88,77,79,81,66,77,68,78,43,33,77,76,85,77,36,34,30
231,RB,Medium/High,80.0,49.0,69.0,73.0,82.0,80.0,74,40,74,73,39,73,69,33,70,74,77,82,67,77,65,67,90,79,79,52,83,83,60,64,45,73,82,85,82
232,RCB,Medium/Medium,68.0,49.0,62.0,64.0,82.0,77.0,48,41,74,78,55,56,56,50,70,72,64,71,54,80,74,69,90,69,77,43,83,86,39,48,61,78,83,82,81
233,CAM,Medium/Medium,78.0,74.0,81.0,80.0,72.0,77.0,74,72,71,86,69,78,70,70,82,83,77,79,79,79,86,76,70,88,74,74,72,70,78,84,80,82,70,74,72
234,RCB,High/Medium,71.0,61.0,57.0,63.0,82.0,80.0,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84
235,LB,Medium/Medium,93.0,66.0,75.0,76.0,72.0,77.0,81,59,66,81,64,77,70,66,71,72,92,93,81,82,78,73,75,91,73,73,69,74,69,64,65,74,73,72,69
236,RDM,High/Medium,77.0,57.0,74.0,77.0,82.0,68.0,61,53,70,82,57,77,54,57,78,76,75,78,72,80,77,60,40,91,56,59,75,82,58,77,77,81,83,86,80
237,ST,High/Low,78.0,84.0,62.0,72.0,33.0,71.0,56,85,83,73,82,75,59,67,47,74,74,82,60,84,47,85,85,52,82,82,65,32,83,58,77,79,26,27,24
238,LB,Medium/Medium,79.0,54.0,76.0,79.0,75.0,74.0,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81
239,ST,Medium/Medium,76.0,81.0,67.0,77.0,20.0,78.0,68,85,82,71,72,78,59,49,60,77,77,76,75,82,66,79,81,72,87,76,62,11,85,70,87,78,15,11,18
240,RF,Medium/Medium,74.0,80.0,83.0,81.0,64.0,79.0,79,73,74,85,70,83,85,86,81,85,73,74,69,77,73,90,74,81,79,87,78,66,77,84,83,75,55,72,50
241,LAM,Medium/Medium,79.0,74.0,81.0,85.0,69.0,65.0,81,74,59,83,59,86,81,76,80,86,81,78,85,78,83,79,59,74,63,76,59,69,78,81,65,79,69,72,70
242,CAM,High/High,74.0,75.0,79.0,83.0,69.0,78.0,71,74,60,82,71,85,80,73,79,84,72,76,76,82,79,77,79,84,74,74,78,72,80,82,75,84,69,72,63
243,RM,Medium/Medium,78.0,77.0,82.0,79.0,71.0,71.0,77,78,56,85,66,80,80,82,82,81,75,80,75,83,73,77,58,81,70,76,65,74,78,81,86,76,67,79,68
244,LM,High/Medium,86.0,77.0,76.0,81.0,45.0,63.0,78,78,46,77,66,82,76,69,68,81,85,86,81,82,79,80,59,73,64,79,48,43,81,79,54,75,45,47,44
245,LM,High/Low,75.0,75.0,81.0,85.0,66.0,71.0,70,76,59,86,68,86,80,72,80,86,78,73,84,82,83,72,66,76,69,75,69,69,78,84,74,82,68,68,58
246,RB,High/High,92.0,62.0,76.0,82.0,70.0,65.0,83,67,44,78,59,82,68,58,75,81,93,92,89,78,89,53,39,86,56,57,66,73,74,74,55,76,72,75,69
247,RCB,High/Medium,80.0,58.0,77.0,77.0,76.0,80.0,86,48,69,79,46,77,82,76,71,80,78,81,72,75,85,75,73,79,83,66,74,75,66,70,50,72,77,80,74
248,RW,High/Medium,76.0,81.0,79.0,84.0,56.0,65.0,75,84,40,83,79,83,77,72,78,84,77,76,83,84,87,81,43,85,58,76,64,66,84,81,74,86,57,57,50
249,RM,High/Low,94.0,67.0,73.0,85.0,41.0,53.0,75,73,28,78,63,87,66,41,70,82,96,92,92,77,93,73,62,70,44,54,51,48,77,76,42,75,46,35,46
250,LB,High/High,86.0,58.0,75.0,78.0,78.0,70.0,82,52,72,78,45,78,73,45,70,81,84,87,75,77,74,72,64,77,65,58,76,78,75,73,42,74,77,79,79
251,RCB,Medium/High,75.0,52.0,65.0,69.0,82.0,79.0,39,54,82,81,33,66,46,32,80,72,74,75,67,77,65,74,78,75,81,30,80,83,34,66,77,80,82,84,77
252,LCM,High/High,78.0,65.0,79.0,84.0,66.0,63.0,68,68,50,85,45,84,73,51,80,83,81,76,88,81,89,62,65,86,53,65,59,68,77,86,53,84,65,73,63
253,LCM,Medium/High,50.0,72.0,84.0,80.0,70.0,66.0,85,68,68,86,76,76,84,82,83,85,55,45,75,75,85,77,69,75,57,77,74,70,68,83,70,89,71,70,68
254,RS,Medium/Medium,41.0,82.0,81.0,78.0,65.0,83.0,80,80,90,83,73,80,78,68,82,85,45,37,54,83,61,85,92,75,86,86,84,69,85,83,85,85,44,74,63
255,LCM,High/Low,68.0,77.0,81.0,80.0,70.0,71.0,78,73,74,83,77,80,80,70,82,82,69,67,76,77,72,82,73,71,75,81,60,71,81,83,70,84,72,67,62
256,RCM,Medium/Medium,74.0,77.0,80.0,77.0,76.0,76.0,79,75,69,80,69,76,78,84,81,80,73,75,73,80,71,85,68,87,73,80,74,79,76,78,61,77,76,76,75
257,CF,High/Medium,69.0,77.0,83.0,82.0,38.0,67.0,85,75,59,83,76,84,83,74,80,83,71,68,81,75,73,80,40,69,72,77,57,37,79,83,79,74,32,37,39
258,RCB,Medium/High,63.0,45.0,52.0,63.0,81.0,82.0,45,47,77,62,44,61,34,27,61,62,65,62,59,77,53,66,80,69,88,24,85,80,38,47,41,82,84,81,79
259,LB,Medium/Medium,65.0,61.0,74.0,74.0,80.0,68.0,78,55,72,77,58,73,74,52,70,77,62,68,69,82,69,74,74,69,64,61,77,81,72,71,61,76,77,83,81
260,CM,High/Medium,71.0,84.0,78.0,74.0,73.0,80.0,73,80,59,82,87,70,73,68,79,79,70,71,69,80,83,93,74,69,84,90,85,68,81,81,63,83,69,83,79
261,CB,Medium/High,57.0,48.0,63.0,61.0,80.0,78.0,52,42,82,77,47,53,49,49,70,72,59,55,57,74,53,67,89,67,82,43,81,79,48,52,50,78,80,81,79
262,LCB,Medium/Medium,56.0,40.0,60.0,62.0,82.0,76.0,51,25,82,70,30,61,51,36,69,63,50,61,52,77,51,68,81,64,81,46,78,82,44,55,39,75,82,83,80
263,RW,High/Medium,77.0,76.0,76.0,81.0,48.0,59.0,82,75,65,80,84,80,73,65,60,85,76,78,84,70,80,78,68,73,53,76,54,54,78,78,62,79,60,32,32
264,RCB,Medium/High,66.0,47.0,58.0,64.0,82.0,80.0,44,28,81,66,30,58,41,70,68,66,65,67,61,83,66,75,76,80,79,62,82,80,40,50,64,86,81,85,80
265,CM,High/High,76.0,74.0,79.0,81.0,68.0,73.0,73,75,60,82,73,83,78,74,80,82,79,74,76,80,76,72,68,87,68,74,70,70,78,79,72,78,62,74,73
266,RDM,Medium/High,68.0,66.0,77.0,77.0,77.0,78.0,68,61,65,85,63,76,69,63,77,79,70,66,76,80,70,75,72,73,78,67,87,78,73,79,73,80,77,79,80
267,LF,High/Medium,74.0,73.0,83.0,81.0,49.0,74.0,81,72,42,88,71,81,82,78,76,81,76,72,82,80,80,72,66,91,68,76,69,49,77,82,76,81,50,52,40
268,LCM,Medium/High,58.0,79.0,82.0,77.0,72.0,70.0,81,72,66,84,79,76,81,81,82,81,62,55,69,79,68,88,58,76,66,86,76,73,79,81,82,81,77,72,60
269,RCB,High/Medium,71.0,61.0,72.0,73.0,80.0,74.0,57,55,78,79,43,70,66,51,79,78,71,71,71,82,71,73,88,69,74,68,77,83,61,76,52,76,79,80,81
270,LS,Medium/Medium,90.0,80.0,71.0,76.0,36.0,77.0,74,83,74,73,78,76,72,57,64,75,91,90,83,81,72,81,84,80,77,72,72,39,83,73,72,75,32,29,21
271,RDM,Medium/High,65.0,71.0,80.0,77.0,76.0,72.0,77,66,53,81,68,74,75,75,83,78,68,63,79,81,86,78,61,80,64,77,84,83,68,79,75,73,80,74,74
272,LS,High/Medium,72.0,78.0,77.0,81.0,41.0,74.0,69,82,73,81,72,81,80,76,74,83,74,71,72,85,74,77,82,75,74,73,69,42,81,80,69,81,30,44,28
273,LB,High/Medium,82.0,64.0,74.0,81.0,75.0,75.0,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,86,75,65,63,79,82,71,51,79,77,74,75
274,LCB,High/Medium,66.0,46.0,74.0,70.0,81.0,74.0,73,41,81,80,49,64,67,49,78,76,67,65,73,79,64,52,80,65,78,49,76,83,67,71,35,78,80,80,81
275,LCB,Medium/Medium,70.0,70.0,67.0,61.0,81.0,81.0,53,65,83,72,64,54,58,66,80,65,65,74,63,76,63,83,86,76,83,71,81,78,68,65,61,78,79,85,82
276,LCM,Medium/Medium,69.0,71.0,77.0,78.0,75.0,73.0,72,68,41,81,68,78,60,70,80,81,68,69,69,83,62,73,55,87,69,75,72,79,78,79,61,83,80,79,73
277,CAM,High/Medium,65.0,75.0,80.0,83.0,52.0,66.0,74,75,54,83,68,83,78,74,77,84,69,61,77,81,85,75,61,84,60,76,59,55,81,84,77,83,53,52,36
278,ST,High/Low,77.0,82.0,74.0,79.0,39.0,73.0,69,84,71,77,78,79,74,81,69,79,76,78,80,81,77,80,85,77,76,81,58,38,82,78,75,75,30,41,34
279,RM,High/Medium,79.0,79.0,79.0,80.0,41.0,68.0,80,78,70,82,74,80,83,72,75,82,82,76,85,82,68,82,76,79,67,80,56,42,81,78,78,76,46,29,31
280,CAM,High/Medium,67.0,74.0,83.0,82.0,69.0,69.0,83,71,47,83,62,81,81,79,82,82,70,65,86,77,90,77,36,78,63,80,83,78,74,84,75,83,67,71,69
281,ST,High/Medium,66.0,79.0,62.0,74.0,51.0,81.0,42,82,85,74,83,74,57,46,49,79,58,73,67,80,52,81,82,69,91,65,70,36,81,75,88,81,39,61,55
282,LCB,Medium/Medium,61.0,50.0,63.0,60.0,82.0,77.0,57,40,80,78,49,58,36,38,74,69,53,68,47,74,34,67,75,65,80,56,86,80,52,47,48,69,82,83,80
283,LCB,Low/High,55.0,49.0,65.0,65.0,82.0,80.0,60,50,84,76,40,64,53,33,70,69,52,58,52,77,59,58,85,68,86,46,77,80,29,60,48,72,82,83,79
284,RS,High/Medium,77.0,82.0,63.0,77.0,41.0,74.0,59,84,71,73,84,76,54,46,59,79,76,77,73,83,75,83,73,78,74,75,69,35,85,61,82,80,42,36,38
285,LS,High/Medium,87.0,80.0,61.0,79.0,25.0,67.0,53,85,77,69,73,76,68,57,55,79,85,89,90,79,89,84,91,60,69,66,66,20,83,58,79,75,20,20,15
286,LM,High/Medium,88.0,78.0,78.0,81.0,46.0,69.0,78,79,66,79,69,81,75,76,73,80,87,88,85,82,78,81,79,81,64,76,65,38,81,81,74,79,46,48,40
287,LCM,High/Medium,68.0,78.0,78.0,82.0,65.0,75.0,72,80,79,82,79,83,77,60,80,84,67,68,76,80,66,78,71,80,75,74,70,60,82,82,80,85,64,65,60
288,LB,High/Medium,82.0,67.0,79.0,75.0,73.0,75.0,90,65,60,78,45,73,80,75,76,77,80,83,76,79,74,82,71,89,69,63,73,75,68,73,60,76,72,75,75
289,LCM,Medium/Medium,69.0,69.0,80.0,83.0,66.0,68.0,76,64,55,84,69,84,74,67,79,85,71,68,80,75,77,76,62,80,65,72,60,73,74,82,66,82,57,73,65
